datetime,HCHO_vcol,NO2_vcol,O3_vcol,CLDO4_vcol,hour_utc
2024-09-04 22:00:00+00:00,0,0,0,0,22
2024-09-04 23:00:00+00:00,0,0,0,0,23
2024-09-05 00:00:00+00:00,0,0,0,0,0
2024-09-05 01:00:00+00:00,0,0,0,0,1
2024-09-05 02:00:00+00:00,0,0,0,0,2
2024-09-05 03:00:00+00:00,0,0,0,0,3
2024-09-05 04:00:00+00:00,0,0,0,0,4
2024-09-05 05:00:00+00:00,5.39195E+15,5.67983E+15,313.4825158,691.6711724,5
2024-09-05 06:00:00+00:00,5.92942E+15,6.2321E+15,338.2563794,769.5278177,6
2024-09-05 07:00:00+00:00,5.93201E+15,6.38942E+15,348.8532023,664.2180041,7
2024-09-05 08:00:00+00:00,8.3518E+15,5.79533E+15,337.5365736,633.5862255,8
2024-09-05 09:00:00+00:00,4.28523E+15,8.12324E+15,340.2519733,733.3445982,9
2024-09-05 10:00:00+00:00,6.65356E+15,4.18237E+15,352.8763533,913.8527524,10
2024-09-05 11:00:00+00:00,6.60232E+15,4.74183E+15,342.8944416,922.4646317,11
2024-09-05 12:00:00+00:00,8.6682E+15,3.05204E+15,367.5498624,904.1991848,12
2024-09-05 13:00:00+00:00,8.66848E+15,2.36964E+15,378.8111439,842.8491203,13
2024-09-05 14:00:00+00:00,1.11E+16,3.46231E+15,355.8326934,822.153023,14
2024-09-05 15:00:00+00:00,1.07E+16,4.33303E+15,345.998113,819.8638864,15
2024-09-05 16:00:00+00:00,1.15E+16,4.64083E+15,359.2308895,707.9597442,16
2024-09-05 17:00:00+00:00,4.23556E+15,4.32044E+15,351.6379734,775.8166699,17
2024-09-05 18:00:00+00:00,7.19506E+15,7.98616E+15,352.183723,813.8653613,18
2024-09-05 19:00:00+00:00,6.28496E+15,8.0944E+15,327.9337289,695.5944447,19
2024-09-05 20:00:00+00:00,7.59617E+15,5.45782E+15,352.5751603,734.4487679,20
2024-09-05 21:00:00+00:00,6.94002E+15,5.92753E+15,345.3933261,780.1823627,21
2024-09-05 22:00:00+00:00,0,0,0,0,22
2024-09-05 23:00:00+00:00,0,0,0,0,23
2024-09-06 00:00:00+00:00,0,0,0,0,0
2024-09-06 01:00:00+00:00,0,0,0,0,1
2024-09-06 02:00:00+00:00,0,0,0,0,2
2024-09-06 03:00:00+00:00,0,0,0,0,3
2024-09-06 04:00:00+00:00,0,0,0,0,4
2024-09-06 05:00:00+00:00,6.62565E+15,4.64451E+15,328.2286844,784.9200748,5
2024-09-06 06:00:00+00:00,8.08503E+15,6.85832E+15,324.4803613,717.9331675,6
2024-09-06 07:00:00+00:00,3.11355E+15,5.36235E+15,342.7777616,761.2371291,7
2024-09-06 08:00:00+00:00,1.08E+16,5.33915E+15,331.7895735,823.315765,8
2024-09-06 09:00:00+00:00,7.64298E+15,6.48604E+15,350.5949558,818.6931648,9
2024-09-06 10:00:00+00:00,2.80082E+15,4.20682E+15,345.338627,792.2659693,10
2024-09-06 11:00:00+00:00,6.93457E+15,5.03692E+15,361.518027,747.9874942,11
2024-09-06 12:00:00+00:00,9.89314E+15,4.79612E+15,362.8420641,731.4189638,12
2024-09-06 13:00:00+00:00,9.36082E+15,4.09823E+15,369.9198262,939.8471826,13
2024-09-06 14:00:00+00:00,1.21E+16,4.12839E+15,360.1192455,856.1525019,14
2024-09-06 15:00:00+00:00,5.33214E+15,2.66626E+15,354.4581208,881.4455787,15
2024-09-06 16:00:00+00:00,6.94334E+15,6.28081E+15,327.9107941,687.5059951,16
2024-09-06 17:00:00+00:00,7.0426E+15,6.28115E+15,354.3747984,763.5237232,17
2024-09-06 18:00:00+00:00,6.60351E+15,3.18925E+15,363.7788358,709.0341168,18
2024-09-06 19:00:00+00:00,8.43883E+15,5.83727E+15,358.5619018,750.6510003,19
2024-09-06 20:00:00+00:00,5.67844E+15,6.02501E+15,327.8335023,712.8436716,20
2024-09-06 21:00:00+00:00,8.18907E+15,6.82072E+15,328.5469499,725.1626991,21
2024-09-06 22:00:00+00:00,0,0,0,0,22
2024-09-06 23:00:00+00:00,0,0,0,0,23
2024-09-07 00:00:00+00:00,0,0,0,0,0
2024-09-07 01:00:00+00:00,0,0,0,0,1
2024-09-07 02:00:00+00:00,0,0,0,0,2
2024-09-07 03:00:00+00:00,0,0,0,0,3
2024-09-07 04:00:00+00:00,0,0,0,0,4
2024-09-07 05:00:00+00:00,4.38326E+15,2.97369E+15,339.9227252,656.1521028,5
2024-09-07 06:00:00+00:00,7.87356E+15,4.12702E+15,337.0761984,727.6636961,6
2024-09-07 07:00:00+00:00,8.60114E+15,6.13134E+15,358.449016,702.7079091,7
2024-09-07 08:00:00+00:00,7.70479E+15,6.01236E+15,345.8705354,888.0430338,8
2024-09-07 09:00:00+00:00,8.5983E+15,4.06653E+15,352.989325,776.3325223,9
2024-09-07 10:00:00+00:00,6.61441E+15,6.48374E+15,345.2119048,790.194949,10
2024-09-07 11:00:00+00:00,8.09027E+15,5.64572E+15,361.3124923,807.0209778,11
2024-09-07 12:00:00+00:00,7.53319E+15,2.97014E+15,349.6848776,781.8108483,12
2024-09-07 13:00:00+00:00,7.8977E+15,6.00969E+15,352.2690897,802.9801993,13
2024-09-07 14:00:00+00:00,3.15225E+15,4.61819E+15,343.0964514,755.8457566,14
2024-09-07 15:00:00+00:00,1.05E+16,1.982E+15,360.5898053,854.4868441,15
2024-09-07 16:00:00+00:00,1.12E+16,3.5155E+15,351.1428355,901.1794884,16
2024-09-07 17:00:00+00:00,7.25901E+15,4.19378E+15,347.4727954,709.5477524,17
2024-09-07 18:00:00+00:00,5.9498E+15,7.25384E+15,360.9279677,679.5437818,18
2024-09-07 19:00:00+00:00,6.76943E+15,5.34462E+15,355.5838828,721.4498012,19
2024-09-07 20:00:00+00:00,6.52E+15,5.47634E+15,320.4855419,715.1791394,20
2024-09-07 21:00:00+00:00,3.34348E+15,6.09979E+15,331.6466826,663.2330834,21
2024-09-07 22:00:00+00:00,0,0,0,0,22
2024-09-07 23:00:00+00:00,0,0,0,0,23
2024-09-08 00:00:00+00:00,0,0,0,0,0
2024-09-08 01:00:00+00:00,0,0,0,0,1
2024-09-08 02:00:00+00:00,0,0,0,0,2
2024-09-08 03:00:00+00:00,0,0,0,0,3
2024-09-08 04:00:00+00:00,0,0,0,0,4
2024-09-08 05:00:00+00:00,5.36147E+15,4.45309E+15,315.6717479,793.3879278,5
2024-09-08 06:00:00+00:00,7.75384E+15,4.0819E+15,342.5012313,807.1698517,6
2024-09-08 07:00:00+00:00,6.43336E+15,4.35026E+15,354.9377593,792.8582527,7
2024-09-08 08:00:00+00:00,6.33766E+15,7.09011E+15,359.6820387,756.1789108,8
2024-09-08 09:00:00+00:00,8.83112E+15,8.47266E+15,335.7908199,767.7475076,9
2024-09-08 10:00:00+00:00,6.32647E+15,4.93641E+15,349.3501691,834.5626106,10
2024-09-08 11:00:00+00:00,6.04043E+15,3.85499E+15,358.3263247,832.6369488,11
2024-09-08 12:00:00+00:00,1.04E+16,4.61162E+15,366.1278747,749.5651654,12
2024-09-08 13:00:00+00:00,7.31697E+15,5.87078E+15,363.7843553,871.6195716,13
2024-09-08 14:00:00+00:00,8.87416E+15,4.44228E+15,357.6447699,1000,14
2024-09-08 15:00:00+00:00,7.06013E+15,4.14341E+15,333.3992737,874.1025,15
2024-09-08 16:00:00+00:00,6.43194E+15,4.49632E+15,352.1732516,778.7629744,16
2024-09-08 17:00:00+00:00,6.69031E+15,5.08454E+15,354.5540074,759.9196421,17
2024-09-08 18:00:00+00:00,6.50865E+15,7.5679E+15,360.8610036,803.2465391,18
2024-09-08 19:00:00+00:00,4.96249E+15,7.80906E+15,359.2235878,698.2437014,19
2024-09-08 20:00:00+00:00,8.54793E+15,4.72844E+15,324.036045,775.2869812,20
2024-09-08 21:00:00+00:00,5.21216E+15,6.39506E+15,330.8912972,626.6140275,21
2024-09-08 22:00:00+00:00,0,0,0,0,22
2024-09-08 23:00:00+00:00,0,0,0,0,23
2024-09-09 00:00:00+00:00,0,0,0,0,0
2024-09-09 01:00:00+00:00,0,0,0,0,1
2024-09-09 02:00:00+00:00,0,0,0,0,2
2024-09-09 03:00:00+00:00,0,0,0,0,3
2024-09-09 04:00:00+00:00,0,0,0,0,4
2024-09-09 05:00:00+00:00,3.52728E+15,4.70942E+15,317.3641664,775.8266161,5
2024-09-09 06:00:00+00:00,4.00591E+15,6.83624E+15,334.3145978,699.2613343,6
2024-09-09 07:00:00+00:00,8.09907E+15,3.74295E+15,332.9950879,769.4067795,7
2024-09-09 08:00:00+00:00,6.60469E+15,2.95826E+15,333.5168233,798.0987636,8
2024-09-09 09:00:00+00:00,4.41789E+15,7.5079E+15,352.5898176,769.9968479,9
2024-09-09 10:00:00+00:00,7.19968E+15,7.53189E+15,361.4365664,839.7407306,10
2024-09-09 11:00:00+00:00,4.60988E+15,6.4258E+15,366.3282781,812.6800221,11
2024-09-09 12:00:00+00:00,6.85024E+15,3.98696E+15,344.9388034,793.9281532,12
2024-09-09 13:00:00+00:00,1.02E+16,2.20077E+15,356.1673332,829.9290743,13
2024-09-09 14:00:00+00:00,8.45786E+15,2.83187E+15,347.3673015,885.9612976,14
2024-09-09 15:00:00+00:00,5.06896E+15,5.2384E+15,354.352037,872.4019775,15
2024-09-09 16:00:00+00:00,6.73531E+15,3.23427E+15,367.0372392,786.404353,16
2024-09-09 17:00:00+00:00,1.05E+16,6.2863E+15,352.6723321,741.733077,17
2024-09-09 18:00:00+00:00,6.90188E+15,5.97363E+15,342.264999,800.5163744,18
2024-09-09 19:00:00+00:00,5.60183E+15,5.31362E+15,341.7930992,744.0908576,19
2024-09-09 20:00:00+00:00,4.64826E+15,5.89487E+15,371.4575156,709.4442608,20
2024-09-09 21:00:00+00:00,4.70213E+15,2.99689E+15,339.0614638,635.1192031,21
2024-09-09 22:00:00+00:00,0,0,0,0,22
2024-09-09 23:00:00+00:00,0,0,0,0,23
2024-09-10 00:00:00+00:00,0,0,0,0,0
2024-09-10 01:00:00+00:00,0,0,0,0,1
2024-09-10 02:00:00+00:00,0,0,0,0,2
2024-09-10 03:00:00+00:00,0,0,0,0,3
2024-09-10 04:00:00+00:00,0,0,0,0,4
2024-09-10 05:00:00+00:00,4.97624E+15,3.54567E+15,349.3105111,734.0099328,5
2024-09-10 06:00:00+00:00,2.44828E+15,6.96276E+15,336.0376018,792.2987688,6
2024-09-10 07:00:00+00:00,7.66132E+15,6.12523E+15,343.8667339,784.1078435,7
2024-09-10 08:00:00+00:00,4.57893E+15,6.48682E+15,353.5256805,774.266446,8
2024-09-10 09:00:00+00:00,8.52367E+15,6.30063E+15,366.3529018,786.7956618,9
2024-09-10 10:00:00+00:00,7.03383E+15,4.9896E+15,350.4848372,666.7859746,10
2024-09-10 11:00:00+00:00,6.46773E+15,4.90801E+15,355.028567,769.8514737,11
2024-09-10 12:00:00+00:00,6.56703E+15,3.81156E+15,349.2368235,791.1386597,12
2024-09-10 13:00:00+00:00,6.9301E+15,4.91412E+15,370.5186063,883.8701864,13
2024-09-10 14:00:00+00:00,9.25306E+15,3.30428E+15,370.5096858,794.4639761,14
2024-09-10 15:00:00+00:00,8.06779E+15,5.58309E+15,360.4611469,818.9191877,15
2024-09-10 16:00:00+00:00,4.44176E+15,5.1216E+15,347.3212794,851.2521984,16
2024-09-10 17:00:00+00:00,6.90895E+15,2.26646E+15,351.3023621,755.375238,17
2024-09-10 18:00:00+00:00,7.85204E+15,6.65835E+15,348.1078394,810.7720917,18
2024-09-10 19:00:00+00:00,3.17258E+14,4.8814E+15,335.8346018,657.2852005,19
2024-09-10 20:00:00+00:00,7.55511E+15,6.88453E+15,335.0075592,779.6492492,20
2024-09-10 21:00:00+00:00,5.57056E+15,4.59793E+15,331.5136837,653.5726151,21
2024-09-10 22:00:00+00:00,0,0,0,0,22
2024-09-10 23:00:00+00:00,0,0,0,0,23
2024-09-11 00:00:00+00:00,0,0,0,0,0
2024-09-11 01:00:00+00:00,0,0,0,0,1
2024-09-11 02:00:00+00:00,0,0,0,0,2
2024-09-11 03:00:00+00:00,0,0,0,0,3
2024-09-11 04:00:00+00:00,0,0,0,0,4
2024-09-11 05:00:00+00:00,4.96381E+15,4.59266E+15,339.5079204,766.2290496,5
2024-09-11 06:00:00+00:00,5.1181E+15,2.85868E+15,322.5302241,758.7587535,6
2024-09-11 07:00:00+00:00,2.95131E+15,5.4852E+15,333.9446886,830.9183505,7
2024-09-11 08:00:00+00:00,4.14373E+15,3.07238E+15,338.6720227,827.4900773,8
2024-09-11 09:00:00+00:00,9.66162E+15,4.40611E+15,352.3301097,731.6317817,9
2024-09-11 10:00:00+00:00,5.97731E+15,5.86919E+15,359.1390425,749.7961256,10
2024-09-11 11:00:00+00:00,9.1539E+15,2.43296E+15,352.9575019,747.8159586,11
2024-09-11 12:00:00+00:00,6.21532E+15,2.84887E+15,363.7852243,861.555715,12
2024-09-11 13:00:00+00:00,6.55355E+15,4.39234E+15,362.3734017,813.9928825,13
2024-09-11 14:00:00+00:00,1.35E+16,3.17122E+15,360.2940548,790.0217422,14
2024-09-11 15:00:00+00:00,7.11872E+15,4.35021E+15,356.3796003,747.7569214,15
2024-09-11 16:00:00+00:00,7.99647E+15,5.91527E+15,367.9627421,800.2918028,16
2024-09-11 17:00:00+00:00,5.70039E+15,5.37941E+15,366.6717677,842.7325989,17
2024-09-11 18:00:00+00:00,7.5934E+15,5.18303E+15,349.4263284,796.3227556,18
2024-09-11 19:00:00+00:00,7.66955E+15,3.33096E+15,354.2932949,772.1613022,19
2024-09-11 20:00:00+00:00,4.30485E+15,4.61189E+15,335.1990086,673.7250203,20
2024-09-11 21:00:00+00:00,3.10832E+15,5.54207E+15,330.5711911,693.0425746,21
2024-09-11 22:00:00+00:00,0,0,0,0,22
2024-09-11 23:00:00+00:00,0,0,0,0,23
2024-09-12 00:00:00+00:00,0,0,0,0,0
2024-09-12 01:00:00+00:00,0,0,0,0,1
2024-09-12 02:00:00+00:00,0,0,0,0,2
2024-09-12 03:00:00+00:00,0,0,0,0,3
2024-09-12 04:00:00+00:00,0,0,0,0,4
2024-09-12 05:00:00+00:00,5.4055E+15,3.21628E+15,333.8376166,815.4051602,5
2024-09-12 06:00:00+00:00,6.14785E+15,4.91103E+15,337.8484112,767.1390118,6
2024-09-12 07:00:00+00:00,1.85166E+15,6.04594E+15,344.8512555,753.448195,7
2024-09-12 08:00:00+00:00,8.86589E+15,5.75237E+15,350.8821872,930.7056217,8
2024-09-12 09:00:00+00:00,7.1025E+15,2.93373E+15,343.9203693,692.1572771,9
2024-09-12 10:00:00+00:00,9.1228E+15,6.82232E+15,358.9041528,835.8347683,10
2024-09-12 11:00:00+00:00,6.46216E+15,6.36421E+15,363.1415527,841.1612693,11
2024-09-12 12:00:00+00:00,8.70713E+15,4.30023E+15,362.6965622,784.5204062,12
2024-09-12 13:00:00+00:00,1.21E+16,4.16824E+15,366.0277249,793.9176373,13
2024-09-12 14:00:00+00:00,9.12562E+15,1.72483E+15,348.057192,812.9038886,14
2024-09-12 15:00:00+00:00,4.83353E+15,6.7348E+15,341.5621284,825.2545861,15
2024-09-12 16:00:00+00:00,1.15E+16,5.11507E+15,354.5115301,752.7149227,16
2024-09-12 17:00:00+00:00,8.79126E+15,4.11153E+15,353.843583,811.9567169,17
2024-09-12 18:00:00+00:00,6.22078E+15,5.82722E+15,348.3575694,691.8121438,18
2024-09-12 19:00:00+00:00,8.6289E+15,8.01145E+15,344.1276984,715.0664191,19
2024-09-12 20:00:00+00:00,5.5531E+15,6.47058E+15,333.6747319,707.4540576,20
2024-09-12 21:00:00+00:00,5.83247E+15,5.96476E+15,310.3076936,719.4596891,21
2024-09-12 22:00:00+00:00,0,0,0,0,22
2024-09-12 23:00:00+00:00,0,0,0,0,23
2024-09-13 00:00:00+00:00,0,0,0,0,0
2024-09-13 01:00:00+00:00,0,0,0,0,1
2024-09-13 02:00:00+00:00,0,0,0,0,2
2024-09-13 03:00:00+00:00,0,0,0,0,3
2024-09-13 04:00:00+00:00,0,0,0,0,4
2024-09-13 05:00:00+00:00,3.84226E+15,3.05764E+15,326.4493852,751.0455856,5
2024-09-13 06:00:00+00:00,5.58801E+15,4.35476E+15,321.8831392,771.0429755,6
2024-09-13 07:00:00+00:00,8.39496E+15,4.38102E+15,343.1058702,653.7242498,7
2024-09-13 08:00:00+00:00,5.50198E+15,7.02587E+15,331.4885107,749.4204863,8
2024-09-13 09:00:00+00:00,1.04E+16,4.65771E+15,338.5280712,840.027028,9
2024-09-13 10:00:00+00:00,1.22E+16,4.83188E+15,359.6725629,902.6908779,10
2024-09-13 11:00:00+00:00,8.79491E+15,4.25762E+15,345.7805845,728.6718909,11
2024-09-13 12:00:00+00:00,1.09E+16,4.37274E+15,372.1498634,890.2690709,12
2024-09-13 13:00:00+00:00,6.73767E+15,2.82389E+15,364.0064691,780.8282955,13
2024-09-13 14:00:00+00:00,9.12998E+15,3.28137E+15,350.834663,805.759847,14
2024-09-13 15:00:00+00:00,1.03E+16,4.50409E+15,372.2658704,723.7857473,15
2024-09-13 16:00:00+00:00,5.26441E+15,4.46394E+15,381.0912638,829.9800252,16
2024-09-13 17:00:00+00:00,4.97364E+15,5.04201E+15,357.4679118,734.4071634,17
2024-09-13 18:00:00+00:00,8.11481E+15,5.47943E+15,348.4077261,825.6154072,18
2024-09-13 19:00:00+00:00,3.09797E+15,4.51327E+15,338.9099213,681.0440834,19
2024-09-13 20:00:00+00:00,4.58368E+15,6.39883E+15,354.2729938,764.7143519,20
2024-09-13 21:00:00+00:00,3.75247E+15,5.00174E+15,343.1448332,710.3489223,21
2024-09-13 22:00:00+00:00,0,0,0,0,22
2024-09-13 23:00:00+00:00,0,0,0,0,23
2024-09-14 00:00:00+00:00,0,0,0,0,0
2024-09-14 01:00:00+00:00,0,0,0,0,1
2024-09-14 02:00:00+00:00,0,0,0,0,2
2024-09-14 03:00:00+00:00,0,0,0,0,3
2024-09-14 04:00:00+00:00,0,0,0,0,4
2024-09-14 05:00:00+00:00,3.87358E+15,2.76178E+15,327.0709178,762.0286067,5
2024-09-14 06:00:00+00:00,6.05594E+15,6.44265E+15,337.9411624,752.6905318,6
2024-09-14 07:00:00+00:00,8.89284E+15,7.31678E+15,337.5551144,701.5154949,7
2024-09-14 08:00:00+00:00,4.98816E+15,5.7022E+15,339.2156209,891.9390268,8
2024-09-14 09:00:00+00:00,3.62745E+15,5.61085E+15,336.3154894,810.5366691,9
2024-09-14 10:00:00+00:00,8.59324E+15,4.61957E+15,357.159707,802.002193,10
2024-09-14 11:00:00+00:00,7.58116E+15,4.08873E+15,362.0500816,831.5572176,11
2024-09-14 12:00:00+00:00,1.21E+16,5.51177E+15,363.7868154,682.4768514,12
2024-09-14 13:00:00+00:00,4.58627E+15,5.00535E+15,354.4245962,837.8961123,13
2024-09-14 14:00:00+00:00,6.65145E+15,4.53519E+15,370.4898006,736.0888308,14
2024-09-14 15:00:00+00:00,6.05678E+15,2.44344E+15,362.072829,696.0509969,15
2024-09-14 16:00:00+00:00,6.86251E+15,5.15882E+15,379.9360594,810.7103556,16
2024-09-14 17:00:00+00:00,1.01E+16,5.47286E+15,358.4110511,756.4285093,17
2024-09-14 18:00:00+00:00,6.06577E+15,7.37667E+15,355.5164189,770.1777807,18
2024-09-14 19:00:00+00:00,5.1996E+15,5.42947E+15,368.977778,726.6432863,19
2024-09-14 20:00:00+00:00,8.20003E+15,4.96077E+15,351.2376491,729.0183491,20
2024-09-14 21:00:00+00:00,4.75126E+15,5.97314E+15,322.8753307,729.0063649,21
2024-09-14 22:00:00+00:00,0,0,0,0,22
2024-09-14 23:00:00+00:00,0,0,0,0,23
2024-09-15 00:00:00+00:00,0,0,0,0,0
2024-09-15 01:00:00+00:00,0,0,0,0,1
2024-09-15 02:00:00+00:00,0,0,0,0,2
2024-09-15 03:00:00+00:00,0,0,0,0,3
2024-09-15 04:00:00+00:00,0,0,0,0,4
